chr	start	end	gene_id	gene_length
chr1	35930696	36072500	AGO3	141804
chr1	35808016	35857890	AGO4	49874
chr6	32168205	32178096	AGPAT1	9891
chr9	136673142	136687457	AGPAT2	14315
chr21	43865223	43987592	AGPAT3	122369
chr6	161129967	161274095	AGPAT4	144128
chr8	6708341	6761503	AGPAT5	53162
chr2	177392576	177567024	AGPS	174448
chr7	16791387	16833433	AGR2	42046
chr7	16859412	16881987	AGR3	22575
chr1	1020120	1056119	AGRN	35999
chr16	67482571	67483548	AGRP	977
chr1	230690776	230745576	AGT	54800
chr9	85546539	85742144	AGTPBP1	195605
chr3	148697784	148743045	AGTR1	45261
chr1	11736084	11754802	AGTRAP	18718
chr2	240868543	240881531	AGXT	12988
chr5	34997427	35048240	AGXT2	50813
chr1	246839098	246932063	AHCTF1	92965
chr2	161500885	161507705	AHCTF1P1	6820
chr20	34280268	34311802	AHCY	31534
chr1	109984765	110023742	AHCYL1	38977
chr7	129225021	129430211	AHCYL2	205190
chr9	120720673	120721972	AHCYP2	1299
chr2	104395002	104396280	AHCYP3	1278
chr2	138901433	138902747	AHCYP4	1314
chr2	195582794	195584031	AHCYP5	1237
chr15	50417385	50418692	AHCYP7	1307
chr1	248721993	248722201	AHCYP8	208
chr1	27534035	27604431	AHDC1	70396
chr6	135283407	135498434	AHI1	215027
chr6	135497422	135894890	AHI1-DT	397468
chr11	62433542	62556235	AHNAK	122693
chr14	104937244	104978374	AHNAK2	41130
chr7	16916359	17346152	AHR	429793
chr5	320682	438291	AHRR	117609
chr14	77457743	77469482	AHSA1	11739
chr2	61177418	61191203	AHSA2P	13785
chr3	186612776	186621318	AHSG	8542
chr16	31527876	31528803	AHSP	927
chr12	8602155	8613242	AICDA	11087
chr1	222668013	222713210	AIDA	45197
chr2	11308025	11308941	AIDAP1	916
chr4	158277758	158278676	AIDAP2	918
chr18	1927727	1929094	AIDAP3	1367
chr6	31615217	31617021	AIF1	1804
chr9	131096476	131123152	AIF1L	26676
chr10	18735745	18738631	AIFM1P1	2886
chr10	70097053	70133269	AIFM2	36216
chr22	20965108	20981364	AIFM3	16256
chr6	143060496	143341058	AIG1	280562
chr5	39022411	39022558	AIG1P1	147
chr1	159056129	159188222	AIM2	132093
chr4	106315544	106349456	AIMP1	33912
chr20	14127400	14128336	AIMP1P1	936
chr1	172885947	172886258	AIMP1P2	311
chr7	6009255	6023834	AIMP2	14579
chr11	67468174	67491154	AIP	22980
chr17	6393693	6435199	AIPL1	41506
chr21	44285838	44298648	AIRE	12810
chr1	37681570	37692296	AIRIM	10726
chr6	160002409	160007664	AIRN	5255
chr1	4654609	4792534	AJAP1	137925
chr9	136842478	136848801	AJM1	6323
chr14	22971177	22982551	AJUBA	11374
chr14	22977979	23006709	AJUBA-DT	28730
chr9	127866486	127878558	AK1	12072
chr1	33007986	33080996	AK2	73010
chr2	31823413	31823817	AK2P2	404
chr9	4709556	4742043	AK3	32487
chr8	143057060	143057816	AK3P2	756
chr7	23129178	23129841	AK3P3	663
chr5	115402380	115402962	AK3P4	582
chr10	32944481	32944999	AK3P5	518
chr12	128944274	128945203	AK3P6	929
chr3	52734735	52735013	AK3P7	278
chr1	65146902	65232145	AK4	85243
chr17	31345519	31346190	AK4P1	671
chr5	55551885	55552554	AK4P2	669
chr12	31615023	31652095	AK4P3	37072
chr9	5855781	5856426	AK4P4	645
chr6	80077729	80078362	AK4P5	633
chr4	151027090	151027617	AK4P6	527
chr1	77282019	77559966	AK5	277947
chr1	77346046	77412951	AK5-AS1	66905
chr5	69350984	69370013	AK6	19029
chr12	34249481	34249958	AK6P1	477
chr12	38078529	38078999	AK6P2	470
chr14	96392128	96490031	AK7	97903
chr9	132725573	132878777	AK8	153204
chr6	109492855	109691217	AK9	198362
chr18	5142911	5197503	AKAIN1	54592
chr17	57085092	57121349	AKAP1	36257
chr17	57071407	57085127	AKAP1-DT	13720
chr17	19904302	19978343	AKAP10	74041
chr13	42271475	42323283	AKAP11	51808
chr6	151239936	151358563	AKAP12	118627
chr15	85380571	85749358	AKAP13	368787
chr15	85619623	85670948	AKAP13-AS1	51325
chr12	4613383	4649072	AKAP3	35689
chr14	64465499	64474503	AKAP5	9004
chr14	32329298	32837684	AKAP6	508386
chr6	131135467	131283535	AKAP7	148068
chr19	15353385	15379829	AKAP8	26444
chr19	15380050	15419141	AKAP8L	39091
chr9	11011748	11013096	AKAP8P1	1348
chr7	91940840	92110673	AKAP9	169833
chr11	8911113	8922406	AKIP1	11293
chr1	38991272	39006059	AKIRIN1	14787
chr12	80561017	80561560	AKIRIN1P1	543
chr6	87674860	87702255	AKIRIN2	27395
chr4	149789952	149790303	AKIRIN2P1	351
chr9	114334156	114394405	AKNA	60249
chr1	108815898	108963484	AKNAD1	147586
chr1	45550475	45570051	AKR1A1	19576
chr7	134442349	134459284	AKR1B1	16935
chr7	134527567	134541412	AKR1B10	13845
chr10	67750284	67751225	AKR1B10P1	941
chr18	68455951	68456877	AKR1B10P2	926
chr7	134549110	134579875	AKR1B15	30765
chr1	224574434	224575389	AKR1B1P1	955
chr3	74135959	74136892	AKR1B1P2	933
chr11	16484084	16484671	AKR1B1P3	587
chr13	45687548	45688469	AKR1B1P4	921
chr14	59135488	59136421	AKR1B1P5	933
chr18	8545635	8546817	AKR1B1P6	1182
chr19	33360497	33361448	AKR1B1P7	951
chr10	4963253	4983283	AKR1C1	20030
chr10	4987775	5018031	AKR1C2	30256
chr10	5035354	5107686	AKR1C3	72332
chr10	5195462	5220608	AKR1C4	25146
chr10	5122087	5135226	AKR1C5P	13139
chr10	4871901	4891975	AKR1C6P	20074
chr10	5275173	5288470	AKR1C7P	13297
chr10	5153920	5185187	AKR1C8	31267
chr7	138002324	138118306	AKR1D1	115982
chr1	167519536	167520586	AKR1D1P1	1050
chr10	4786629	4848062	AKR1E2	61433
chr1	19301991	19312144	AKR7A2	10153
chr1	112923423	112924337	AKR7A2P1	914
chr1	19282496	19288823	AKR7A3	6327
chr1	19265982	19274194	AKR7L	8212
chr14	104769348	104799934	AKT1	30586
chr19	49869033	49879470	AKT1S1	10437
chr19	40230317	40285536	AKT2	55219
chr1	243488233	243851079	AKT3	362846
chr1	243793205	243794400	AKT3-IT1	1195
chr16	53490502	53504411	AKTIP	13909
chr3	52753526	52754690	AKTIPP1	1164
chr5	24170370	24171246	AKTIPP2	876
chr11	96642671	96643225	AKTIPP3	554
chr9	113386304	113401356	ALAD	15052
chr3	52198086	52214585	ALAS1	16499
chr4	73397114	73426607	ALB	29493
chr3	105366706	105576909	ALCAM	210203
chr19	49453146	49471052	ALDH16A1	17906
chr10	95605937	95656841	ALDH18A1	50904
chr9	72900670	73080442	ALDH1A1	179772
chr15	57953424	58497866	ALDH1A2	544442
chr15	58065225	58071043	ALDH1A2-AS1	5818
chr15	100861924	100916628	ALDH1A3	54704
chr15	100892343	100920312	ALDH1A3-AS1	27969
chr9	38392623	38398661	ALDH1B1	6038
chr3	126103561	126197994	ALDH1L1	94433
chr3	126083650	126108069	ALDH1L1-AS1	24419
chr3	126180012	126210169	ALDH1L1-AS2	30157
chr12	105019784	105107643	ALDH1L2	87859
chr12	111766887	111817532	ALDH2	50645
chr17	19737984	19748943	ALDH3A1	10959
chr17	19647291	19685760	ALDH3A2	38469
chr11	68008563	68029282	ALDH3B1	20719
chr11	67662155	67681224	ALDH3B2	19069
chr1	18871425	18902799	ALDH4A1	31374
chr6	24494798	24537207	ALDH5A1	42409
chr14	74056847	74084492	ALDH6A1	27645
chr5	126531200	126595362	ALDH7A1	64162
chr5	77290268	77291800	ALDH7A1P1	1532
chr2	172893763	172894383	ALDH7A1P2	620
chr7	150541754	150542098	ALDH7A1P3	344
chr10	62741208	62741385	ALDH7A1P4	177
chr6	134917298	134950129	ALDH8A1	32831
chr1	165662216	165698597	ALDH9A1	36381
chr16	30064164	30070457	ALDOA	6293
chr3	52193170	52194785	ALDOAP1	1615
chr10	125666875	125667950	ALDOAP2	1075
chr9	101420560	101449664	ALDOB	29104
chr17	28573115	28576948	ALDOC	3833
chr17	28573117	28574243	ALDOC-AS1	1126
chr16	5033702	5087379	ALG1	53677
chr12	34022468	34029694	ALG10	7226
chr12	38316762	38329721	ALG10B	12959
chr13	52012391	52079232	ALG11	66841
chr22	49900229	49918458	ALG12	18229
chr1	94974405	95072951	ALG14	98546
chr12	8227734	8231764	ALG1L10P	4030
chr8	12178697	12182719	ALG1L11P	4022
chr8	12421032	12425000	ALG1L12P	3968
chr8	8238174	8241411	ALG1L13P	3237
chr4	9166297	9170270	ALG1L14P	3973
chr3	156044155	156044948	ALG1L15P	793
chr3	125929272	125990537	ALG1L1P	61265
chr3	130081831	130113227	ALG1L2	31396
chr4	9703754	9710812	ALG1L3P	7058
chr7	6923804	6930835	ALG1L5P	7031
chr3	75415070	75422143	ALG1L6P	7073
chr4	3935447	3942519	ALG1L7P	7072
chr11	67785273	67792335	ALG1L8P	7062
chr11	71673885	71813859	ALG1L9P	139974
chr9	99216425	99221942	ALG2	5517
chr3	184242301	184249548	ALG3	7247
chr5	5375723	5376836	ALG3P1	1113
chr13	36949738	37000763	ALG5	51025
chr1	63367575	63438553	ALG6	70978
chr11	78095244	78139660	ALG8	44416
chr11	111782195	111872405	ALG9	90210
chr11	111817214	111829212	ALG9-IT1	11998
chr2	29192774	29921586	ALK	728812
chr8	52534037	52565430	ALKAL1	31393
chr2	278286	289623	ALKAL2	11337
chr14	77672404	77708023	ALKBH1	35619
chr12	109088188	109098462	ALKBH2	10274
chr11	43880811	43920274	ALKBH3	39463
chr11	43909289	43920944	ALKBH3-AS1	11655
chr7	102456238	102464865	ALKBH4	8627
chr17	18183078	18209954	ALKBH5	26876
chr19	36009120	36014297	ALKBH6	5177
chr19	6372763	6375250	ALKBH7	2487
chr11	107502727	107565742	ALKBH8	63015
chr2	3658200	3702671	ALLC	44471
chr2	73385758	73625166	ALMS1	239408
chr2	73456764	73459482	ALMS1-IT1	2718
chr2	73640723	73721352	ALMS1P1	80629
chr17	6996049	7010754	ALOX12	14705
chr17	8072636	8087716	ALOX12B	15080
chr17	30529688	30542416	ALOX12P1	12728
chr17	6853861	6954107	ALOX12P2	100246
chr17	4630919	4642294	ALOX15	11375
chr17	8039011	8049134	ALOX15B	10123
chr17	6657214	6661413	ALOX15P1	4199
chr9	92913156	92921560	ALOX15P2	8404
chr10	45374150	45446121	ALOX5	71971
chr13	30713478	30765072	ALOX5AP	51594
chr17	8095900	8119047	ALOXE3	23147
chr17	8063936	8072533	ALOXE3P1	8597
chr2	232406844	232410714	ALPG	3870
chr2	232456125	232460753	ALPI	4628
chr4	112285509	112442621	ALPK1	157112
chr18	58481247	58629091	ALPK2	147844
chr15	84817176	84873479	ALPK3	56303
chr1	21509397	21578410	ALPL	69013
chr2	232378724	232382889	ALPP	4165
chr2	201700267	201782112	ALS2	81845
chr3	46668994	46694071	ALS2CL	25077
chr12	85280220	85301784	ALX1	21564
chr1	110059870	110070672	ALX3	10802
chr11	44260440	44310139	ALX4	49699
chr17	81887835	81891586	ALYREF	3751
chr5	33986165	34008104	AMACR	21939
chr2	112840328	112844195	AMANZI	3867
chr4	70592256	70607288	AMBN	15032
chr9	114060127	114080970	AMBP	20843
chr11	46396414	46594125	AMBRA1	197711
chr6	110874770	110898879	AMD1	24109
chr10	20350049	20351100	AMD1P1	1051
chr5	43586918	43588223	AMD1P3	1305
chr6	11861626	11862970	AMD1P4	1344
chr12	95943301	95968720	AMDHD1	25419
chr16	2520340	2531422	AMDHD2	11082
chr13	25161679	25172288	AMER2	10609
chr2	130755540	130768134	AMER3	12594
chr16	56361449	56425545	AMFR	64096
chr19	2249309	2252073	AMH	2764
chr12	53423672	53431672	AMHR2	8000
chr1	109504178	109509738	AMIGO1	5560
chr12	47075707	47080902	AMIGO2	5195
chr3	49716829	49719684	AMIGO3	2855
chr2	127861630	127885967	AMMECR1L	24337
chr13	96573659	96574499	AMMECR1LP1	840
chr14	102922663	102933596	AMN	10933
chr12	31671142	31729121	AMN1	57979
chr12	31729117	31731204	AMN1-AS1	2087
chr11	94706431	94876748	AMOTL1	170317
chr3	134355347	134375479	AMOTL2	20132
chr1	114673090	114695618	AMPD1	22528
chr1	109616104	109632055	AMPD2	15951
chr11	10308162	10507877	AMPD3	199715
chr7	38383700	38631507	AMPH	247807
chr3	49416778	49422685	AMT	5907
chr4	70518569	70532743	AMTN	14174
chr1	103650592	103664629	AMY1A	14037
chr1	103687415	103701064	AMY1B	13649
chr1	103745126	103758726	AMY1C	13600
chr1	103617427	103625780	AMY2A	8353
chr1	103553815	103579534	AMY2B	25719
chr1	103713723	103719871	AMYP1	6148
chr7	2679276	2775500	AMZ1	96224
chr17	68205481	68257712	AMZ2	52231
chr17	64966425	64975683	AMZ2P1	9258
chr6	158725747	158726803	AMZ2P2	1056
chr2	111611639	111884690	ANAPC1	273051
chr4	144831908	145098823	ANAPC10	266915
chr1	52253621	52254176	ANAPC10P1	555
chr17	81890669	81900991	ANAPC11	10322
chr3	134477704	134486716	ANAPC13	9012
chr20	11838355	11838574	ANAPC13P1	219
chr11	72106378	72113688	ANAPC15	7310
chr3	174302944	174303287	ANAPC15P2	343
chr10	72215863	72235860	ANAPC16	19997
chr2	86871301	86912978	ANAPC1P1	41677
chr2	87030673	87077665	ANAPC1P2	46992
chr2	87118534	87120980	ANAPC1P3	2446
chr2	87700984	87738105	ANAPC1P4	37121
chr2	87980714	87992858	ANAPC1P5	12144
chr2	106369724	106378247	ANAPC1P6	8523
chr9	137174784	137189028	ANAPC2	14244
chr4	25377210	25420310	ANAPC4	43100
chr12	121308245	121399896	ANAPC5	91651
chr12	110372900	110403730	ANAPC7	30830
chr14	20682950	20698971	ANG	16021
chr14	76781733	76826246	ANGEL1	44513
chr1	212992182	213015867	ANGEL2	23685
chr8	107249482	107498055	ANGPT1	248573
chr8	6499632	6563409	ANGPT2	63777
chr20	869900	916334	ANGPT4	46434
chr1	178849535	178872204	ANGPTL1	22669
chr9	127087348	127122645	ANGPTL2	35297
chr1	62597464	62607196	ANGPTL3	9732
chr19	8363223	8374371	ANGPTL4	11148
chr11	101890674	101916522	ANGPTL5	25848
chr19	10092337	10106612	ANGPTL6	14275
chr1	11189355	11195981	ANGPTL7	6626
chr19	11237502	11241943	ANGPTL8	4441
chr12	133218312	133235877	ANHX	17565
chr8	41653220	41896741	ANK1	243521
chr4	112818032	113384231	ANK2	566199
chr4	112973272	113071962	ANK2-AS1	98690
chr10	60026298	60733490	ANK3	707192
chr10	60734342	60741828	ANK3-DT	7486
chr2	189674290	189761193	ANKAR	86903
chr15	64911861	64958700	ANKDD1A	46839
chr5	75611182	75681773	ANKDD1B	70591
chr20	9986126	10058303	ANKEF1	72177
chr17	55882301	56517016	ANKFN1	634715
chr17	4163821	4263995	ANKFY1	100174
chr5	14704800	14871877	ANKH	167077
chr5	14872332	14872713	ANKH-DT	381
chr5	140401660	140541168	ANKHD1	139508
chr5	140365437	140401706	ANKHD1-DT	36269
chr5	140401908	140549569	ANKHD1-EIF4EBP3	147661
chr7	92245973	92402070	ANKIB1	156097
chr11	113387779	113400416	ANKK1	12637
chr19	17281645	17287649	ANKLE1	6004
chr12	132725503	132761832	ANKLE2	36329
chr2	240479422	240569209	ANKMY1	89787
chr7	16599779	16645831	ANKMY2	46052
chr5	73552190	73565712	ANKRA2	13522
chr10	90912092	90921091	ANKRD1	8999
chr13	110878540	110915071	ANKRD10	36531
chr13	110894639	110899172	ANKRD10-IT1	4533
chr16	89267619	89490561	ANKRD11	222942
chr2	81194337	81201184	ANKRD11P1	6847
chr18	9136228	9285985	ANKRD12	149757
chr12	109999186	110039763	ANKRD13A	40577
chr17	29589769	29614761	ANKRD13B	24992
chr1	70258999	70354734	ANKRD13C	95735
chr1	70354780	70385339	ANKRD13C-DT	30559
chr11	67289291	67302486	ANKRD13D	13195
chr10	5861616	5889906	ANKRD16	28290
chr4	73073376	73259147	ANKRD17	185771
chr4	73258885	73353608	ANKRD17-DT	94723
chr9	38540567	38620596	ANKRD18A	80029
chr9	33524251	33608848	ANKRD18B	84597
chr9	97156570	97221235	ANKRD18CP	64665
chr3	198053522	198080512	ANKRD18DP	26990
chr6	39110321	39112952	ANKRD18EP	2631
chr6	167607	170631	ANKRD18FP	3024
chr9	92808811	92838458	ANKRD19P	29647
chr10	97572499	97583896	ANKRD2	11397
chr9	67832765	67920552	ANKRD20A1	87787
chr13	24750657	24752171	ANKRD20A10P	1514
chr21	13909574	13979911	ANKRD20A11P	70337
chr4	49502145	49506022	ANKRD20A17P	3877
chr21	14064325	14069087	ANKRD20A18P	4762
chr13	23941290	23941740	ANKRD20A19P	450
chr20	30656033	30723855	ANKRD20A21P	67822
chr9	40223397	40292345	ANKRD20A2P	68948
chr9	66083960	66152966	ANKRD20A3P	69006
chr9	64369675	64438574	ANKRD20A4P	68899
chr18	14179395	14244811	ANKRD20A5P	65416
chr9	42852675	42920095	ANKRD20A7P	67420
chr2	94791103	94857282	ANKRD20A8P	66179
chr13	18816718	18871967	ANKRD20A9P	55249
chr10	88819896	88851844	ANKRD22	31948
chr2	96824526	96857934	ANKRD23	33408
chr19	4182630	4224818	ANKRD24	42188
chr10	26973793	27100517	ANKRD26	126724
chr16	46518305	46568915	ANKRD26P1	50610
chr13	38922727	38936199	ANKRD26P2	13472
chr13	19262797	19345084	ANKRD26P3	82287
chr13	31311289	31312921	ANKRD26P4	1632
chr19	32597000	32676597	ANKRD27	79597
chr3	15667236	15859771	ANKRD28	192535
chr18	23598926	23663088	ANKRD29	64162
chr10	37125598	37232567	ANKRD30A	106969
chr18	14728272	14854667	ANKRD30B	126395
chr2	132147591	132257969	ANKRD30BL	110378
chr21	13384249	13427773	ANKRD30BP1	43524
chr21	13038208	13067033	ANKRD30BP2	28825
chr10	45156775	45176925	ANKRD30BP3	20150
chr5	75068275	75236911	ANKRD31	168636
chr12	51888009	51891727	ANKRD33	3718
chr5	10564070	10657816	ANKRD33B	93746
chr5	10627260	10628225	ANKRD33B-AS1	965
chr2	95525345	95527220	ANKRD33BP1	1875
chr11	90051837	90053736	ANKRD33BP10	1899
chr11	48881723	48902181	ANKRD33BP2	20458
chr11	49048271	49050159	ANKRD33BP3	1888
chr11	49892262	49893777	ANKRD33BP5	1515
chr11	55867569	55874537	ANKRD33BP6	6968
chr11	89785945	89787838	ANKRD33BP7	1893
chr11	89863848	89865550	ANKRD33BP8	1702
chr11	89978540	89980661	ANKRD33BP9	2121
chr1	145959441	145964575	ANKRD34A	5134
chr5	80556755	80570479	ANKRD34B	13724
chr15	79282722	79298239	ANKRD34C	15517
chr15	79123546	79283967	ANKRD34C-AS1	160421
chr1	145866560	145886088	ANKRD35	19528
chr2	97113153	97264521	ANKRD36	151368
chr2	97492663	97589877	ANKRD36B	97214
chr1	168245565	168247343	ANKRD36BP1	1778
chr2	88765739	88806619	ANKRD36BP2	40880
chr2	95836919	95991831	ANKRD36C	154912
chr6	33883170	33883411	ANKRD36P2	241
chr4	185396021	185400628	ANKRD37	4607
chr2	96836611	96858016	ANKRD39	21405
chr6	39353747	39354172	ANKRD39P1	425
chr17	50693198	50707914	ANKRD40	14716
chr17	50760971	50767570	ANKRD40CL	6599
chr11	83193712	83260694	ANKRD42	66982
chr11	83184003	83193794	ANKRD42-DT	9791
chr2	196967017	197311173	ANKRD44	344156
chr2	197197888	197201662	ANKRD44-AS1	3774
chr2	197311276	197318884	ANKRD44-DT	7608
chr2	197205406	197309012	ANKRD44-IT1	103606
chr1	173608336	173669851	ANKRD45	61515
chr8	100509752	100559784	ANKRD46	50032
chr11	94493979	94499583	ANKRD49	5604
chr2	224499387	224500100	ANKRD49P1	713
chr12	31534715	31535247	ANKRD49P2	532
chr5	136857628	136858342	ANKRD49P3	714
chr7	117439982	117440780	ANKRD49P4	798
chr4	124664048	124712732	ANKRD50	48684
chr12	56237807	56258384	ANKRD52	20577
chr2	70978380	70985499	ANKRD53	7119
chr22	37830853	37849327	ANKRD54	18474
chr10	45151445	45151915	ANKRD54P1	470
chr5	56099680	56233330	ANKRD55	133650
chr6	89433119	89633838	ANKRD6	200719
chr20	58216126	58228653	ANKRD60	12527
chr7	6031376	6036552	ANKRD61	5176
chr18	12093843	12129764	ANKRD62	35921
chr22	16671090	16679493	ANKRD62P1	8403
chr22	16654066	16675540	ANKRD62P1-PARP4P3	21474
chr15	40278372	40283064	ANKRD63	4692
chr1	1415637	1421769	ANKRD65	6132
chr1	1420245	1423287	ANKRD65-AS1	3042
chr6	46746933	46759506	ANKRD66	12573
chr7	118214669	118496171	ANKRD7	281502
chr14	102501767	102509824	ANKRD9	8057
chr6	34889243	35091421	ANKS1A	202178
chr12	98726457	99984936	ANKS1B	1258479
chr16	4696510	4734378	ANKS3	37868
chr16	21233699	21253850	ANKS4B	20151
chr9	98731329	98796965	ANKS6	65636
chr3	149761100	149968385	ANKUB1	207285
chr2	219229769	219236679	ANKZF1	6910
chr7	36389727	36453791	ANLN	64064
chr11	69985907	70189530	ANO1	203623
chr11	70187788	70188509	ANO1-AS1	721
chr3	43354859	43691594	ANO10	336735
chr12	5531869	5946232	ANO2	414363
chr11	26188842	26663289	ANO3	474447
chr11	26285578	26332020	ANO3-AS1	46442
chr12	100717244	101128648	ANO4	411404
chr11	21782659	22283567	ANO5	500908
chr12	45215987	45482280	ANO6	266293
chr2	241188509	241225993	ANO7	37484
chr1	16216469	16228027	ANO7L1	11558
chr19	17323223	17334855	ANO8	11632
chr11	417921	442072	ANO9	24151
chr15	68778534	68820924	ANP32A	42390
chr15	35237326	35238062	ANP32AP1	736
chr9	97983215	98015943	ANP32B	32728
chr15	75321773	75322509	ANP32BP1	736
chr22	44651835	44652379	ANP32BP2	544
chr15	81117635	81118340	ANP32BP3	705
chr4	164197007	164197711	ANP32CP	704
chr12	48472559	48473622	ANP32D	1063
chr1	150218417	150236202	ANP32E	17785
chr15	89784875	89815401	ANPEP	30526
chr16	720581	722590	ANTKMT	2009
chr2	69013176	69249327	ANTXR1	236151
chr4	79901146	80125454	ANTXR2	224308
chr10	46286345	46330727	ANTXRL	44382
chr10	46233885	46273557	ANTXRLP1	39672
chr9	73148874	73170629	ANXA1	21755
chr4	168092537	168187736	ANXA10	95199
chr10	80150889	80205583	ANXA11	54694
chr8	123680794	123737414	ANXA13	56620
chr15	60347134	60402883	ANXA2	55749
chr4	153307792	153308717	ANXA2P1	925
chr9	33624274	33625293	ANXA2P2	1019
chr10	64825572	64826579	ANXA2P3	1007
chr5	43039233	43043170	ANXA2R	3937
chr5	43040957	43064272	ANXA2R-AS1	23315
chr5	42918237	43067492	ANXA2R-OT1	149255
chr4	78551621	78610493	ANXA3	58872
chr2	69643808	69827121	ANXA4	183313
chr4	121667396	121697061	ANXA5	29665
chr5	151100706	151157815	ANXA6	57109
chr10	73375101	73414731	ANXA7	39630
chr10	47460162	47484175	ANXA8	24013
chr10	46375587	46391784	ANXA8L1	16197
chr1	150981321	150996077	ANXA9	14756
chr7	36509308	36724549	AOAH	215241
chr7	36597834	36600120	AOAH-IT1	2286
chr7	150824627	150861504	AOC1	36877
chr17	42844580	42850707	AOC2	6127
chr17	42851184	42858130	AOC3	6946
chr17	42865922	42874246	AOC4P	8324
chr9	94726604	95151793	AOPEP	425189
chr9	94920779	94949001	AOPEP-AS1	28222
chr2	200585864	200677064	AOX1	91200
chr2	200738608	200791630	AOX2P	53022
chr2	200678233	200732539	AOX3P	54306
chr2	200695723	200762506	AOX3P-AOX2P	66783
chr4	112231363	112273110	AP1AR	41747
chr4	112229561	112231596	AP1AR-DT	2035
chr22	29327680	29388612	AP1B1	60932
chr22	32121931	32143398	AP1B1P1	21467
chr22	32134028	32134133	AP1B1P2	105
chr16	71729000	71809201	AP1G1	80201
chr14	23559557	23568070	AP1G2	8513
chr14	23561097	23568237	AP1G2-AS1	7140
chr19	16197854	16245906	AP1M1	48052
chr19	10572670	10587315	AP1M2	14645
chr7	101154352	101161596	AP1S1	7244
chr7	97437518	97437896	AP1S2P1	378
chr2	223667680	223838027	AP1S3	170347
chr19	49766990	49807114	AP2A1	40124
chr11	924881	1012245	AP2A2	87364
chr17	35578046	35726417	AP2B1	148371
chr3	184174689	184184214	AP2M1	9525
chr19	46838136	46850882	AP2S1	12746
chr5	77991640	78294762	AP3B1	303122
chr15	82659281	82710112	AP3B2	50831
chr19	2100982	2164468	AP3D1	63486
chr10	74120255	74151055	AP3M1	30800
chr8	42152946	42171673	AP3M2	18727
chr5	115841422	115914086	AP3S1	72664
chr6	24750671	24751625	AP3S1P1	954
chr15	89830599	89894638	AP3S2	64039
chr1	113894194	113905722	AP4B1	11528
chr1	113812379	113901237	AP4B1-AS1	88858
chr15	50908672	51005895	AP4E1	97223
chr7	100100841	100110345	AP4M1	9504
chr14	31024996	31130996	AP4S1	106000
chr11	65773898	65780976	AP5B1	7078
chr14	57268504	57298742	AP5M1	30238
chr20	3811384	3828838	AP5S1	17454
chr7	4775615	4794397	AP5Z1	18782
chr12	98645149	98735433	APAF1	90284
chr9	69427532	69672371	APBA1	244839
chr15	28884449	29118317	APBA2	233868
chr19	3750772	3761700	APBA3	10928
chr11	6395111	6419453	APBB1	24342
chr10	26438341	26568449	APBB1IP	130108
chr4	40810027	41216714	APBB2	406687
chr5	140558268	140564781	APBB3	6513
