From	Entry	Entry Name	Gene Names
P42025	P42025	ACTY_HUMAN	ACTR1B CTRN2
Q86VP3	Q86VP3	PACS2_HUMAN	PACS2 KIAA0602 PACS1L
Q13103	Q13103	SPP24_HUMAN	SPP2 SPP24
P27352	P27352	IF_HUMAN	CBLIF GIF IFMH
Q504Q3	Q504Q3	PAN2_HUMAN	PAN2 KIAA0710 USP52
Q8IZM9	Q8IZM9	S38A6_HUMAN	SLC38A6 NAT1 SNAT6
Q9Y6A9	Q9Y6A9	SPCS1_HUMAN	SPCS1 SPC12 HSPC033
Q9Y496	Q9Y496	KIF3A_HUMAN	KIF3A KIF3
Q9NRE2	Q9NRE2	TSH2_HUMAN	TSHZ2 C20orf17 TSH2 ZNF218
Q9NV29	Q9NV29	TM100_HUMAN	TMEM100
Q00722	Q00722	PLCB2_HUMAN	PLCB2
O95235	O95235	KI20A_HUMAN	KIF20A MKLP2 RAB6KIFL
Q8N6F7	Q8N6F7	GCSAM_HUMAN	GCSAM GAL GCET2
Q6NV75	Q6NV75	GP153_HUMAN	GPR153 PGR1
Q9H0Q3	Q9H0Q3	FXYD6_HUMAN	FXYD6 UNQ521/PRO1056
Q9Y5V3	Q9Y5V3	MAGD1_HUMAN	MAGED1 NRAGE PP2250 PRO2292
Q8NAX2	Q8NAX2	KDF1_HUMAN	KDF1 C1orf172
P43364	P43364	MAGAB_HUMAN	MAGEA11 MAGE11
Q8IV63	Q8IV63	VRK3_HUMAN	VRK3
Q9UN74	Q9UN74	PCDA4_HUMAN	PCDHA4
Q01804	Q01804	OTUD4_HUMAN	OTUD4 HIN-1 KIAA1046
Q9UPM9	Q9UPM9	B9D1_HUMAN	B9D1 MKSR1
P08133	P08133	ANXA6_HUMAN	ANXA6 ANX6
A8MWD9	A8MWD9	RUXGL_HUMAN	SNRPGP15
Q01538	Q01538	MYT1_HUMAN	MYT1 KIAA0835 KIAA1050 MTF1 MYTI PLPB1
Q53GS9	Q53GS9	UBP39_HUMAN	USP39 CGI-21 HSPC332 PRO2855
Q15126	Q15126	PMVK_HUMAN	PMVK PMKI
Q8IXR5	Q8IXR5	F178B_HUMAN	FAM178B HSPC234
O15550	O15550	KDM6A_HUMAN	KDM6A UTX
Q8NE63	Q8NE63	HIPK4_HUMAN	HIPK4
O00303	O00303	EIF3F_HUMAN	EIF3F EIF3S5
Q8N6S4	Q8N6S4	AN13C_HUMAN	ANKRD13C
P26368	P26368	U2AF2_HUMAN	U2AF2 U2AF65
O94986	O94986	CE152_HUMAN	CEP152 KIAA0912
Q9C0C2	Q9C0C2	TB182_HUMAN	TNKS1BP1 KIAA1741 TAB182
P04040	P04040	CATA_HUMAN	CAT
P09958	P09958	FURIN_HUMAN	FURIN FUR PACE PCSK3
Q13287	Q13287	NMI_HUMAN	NMI
Q8NHZ8	Q8NHZ8	CDC26_HUMAN	CDC26 ANAPC12 C9orf17
Q9H246	Q9H246	CA021_HUMAN	C1orf21 PIG13
P51858	P51858	HDGF_HUMAN	HDGF HMG1L2
Q92956	Q92956	TNR14_HUMAN	TNFRSF14 HVEA HVEM UNQ329/PRO509
Q96A47	Q96A47	ISL2_HUMAN	ISL2
Q9H6L5	Q9H6L5	RETR1_HUMAN	RETREG1 FAM134B JK1
P10071	P10071	GLI3_HUMAN	GLI3
P14136	P14136	GFAP_HUMAN	GFAP
O75381	O75381	PEX14_HUMAN	PEX14
P10244	P10244	MYBB_HUMAN	MYBL2 BMYB
O95232	O95232	LC7L3_HUMAN	LUC7L3 CREAP1 CROP O48
Q16222	Q16222	UAP1_HUMAN	UAP1 SPAG2
Q3YBR2	Q3YBR2	TBRG1_HUMAN	TBRG1 NIAM
P22459	P22459	KCNA4_HUMAN	KCNA4 KCNA4L
Q6ULP2	Q6ULP2	AFTIN_HUMAN	AFTPH AFTH
P19544	P19544	WT1_HUMAN	WT1
P19878	P19878	NCF2_HUMAN	NCF2 NOXA2 P67PHOX
Q15435	Q15435	PP1R7_HUMAN	PPP1R7 SDS22
P58658	P58658	EVA1C_HUMAN	EVA1C C21orf63 C21orf64 FAM176C PRED34 UNQ2504/PRO5993
O00566	O00566	MPP10_HUMAN	MPHOSPH10 MPP10
Q9Y575	Q9Y575	ASB3_HUMAN	ASB3
O00567	O00567	NOP56_HUMAN	NOP56 NOL5A
Q02487	Q02487	DSC2_HUMAN	DSC2 CDHF2 DSC3
Q9Y5S2	Q9Y5S2	MRCKB_HUMAN	CDC42BPB KIAA1124
Q8WWH5	Q8WWH5	TRUB1_HUMAN	TRUB1 PUS4
Q96FJ2	Q96FJ2	DYL2_HUMAN	DYNLL2 DLC2
Q3L8U1	Q3L8U1	CHD9_HUMAN	CHD9 KIAA0308 KISH2 PRIC320 AD-013 x0008
Q6ZNJ1	Q6ZNJ1	NBEL2_HUMAN	NBEAL2 KIAA0540 UNQ253/PRO290
Q9NWQ8	Q9NWQ8	PHAG1_HUMAN	PAG1 CBP PAG
P56537	P56537	IF6_HUMAN	EIF6 EIF3A ITGB4BP OK/SW-cl.27
Q07699	Q07699	SCN1B_HUMAN	SCN1B
Q96MT8	Q96MT8	CEP63_HUMAN	CEP63
Q96D96	Q96D96	HVCN1_HUMAN	HVCN1 VSOP UNQ578/PRO1140
Q6NXG1	Q6NXG1	ESRP1_HUMAN	ESRP1 RBM35A
Q08426	Q08426	ECHP_HUMAN	EHHADH ECHD
Q96KA5	Q96KA5	CLP1L_HUMAN	CLPTM1L CRR9
Q08345	Q08345	DDR1_HUMAN	DDR1 CAK EDDR1 NEP NTRK4 PTK3A RTK6 TRKE
P52566	P52566	GDIR2_HUMAN	ARHGDIB GDIA2 GDID4 RAP1GN1
Q8TBF2	Q8TBF2	PXL2B_HUMAN	PRXL2B C1orf93 FAM213B
Q14571	Q14571	ITPR2_HUMAN	ITPR2
P02679	P02679	FIBG_HUMAN	FGG PRO2061
Q9NUP9	Q9NUP9	LIN7C_HUMAN	LIN7C MALS3 VELI3
O75044	O75044	SRGP2_HUMAN	SRGAP2 ARHGAP34 FNBP2 KIAA0456 SRGAP2A
Q8IZR5	Q8IZR5	CKLF4_HUMAN	CMTM4 CKLFSF4
O75390	O75390	CISY_HUMAN	CS
Q16600	Q16600	ZN239_HUMAN	ZNF239 HOK2 MOK2
Q9BVG8	Q9BVG8	KIFC3_HUMAN	KIFC3
Q9H4Z2	Q9H4Z2	ZN335_HUMAN	ZNF335
Q8WUM4	Q8WUM4	PDC6I_HUMAN	PDCD6IP AIP1 ALIX KIAA1375
Q06520	Q06520	ST2A1_HUMAN	SULT2A1 HST STD
Q9NPJ3	Q9NPJ3	ACO13_HUMAN	ACOT13 THEM2 HT012 PNAS-27
Q13162	Q13162	PRDX4_HUMAN	PRDX4
Q8NFM4	Q8NFM4	ADCY4_HUMAN	ADCY4
P63279	P63279	UBC9_HUMAN	UBE2I UBC9 UBCE9
A6NGN9	A6NGN9	IGLO5_HUMAN	IGLON5
Q9GZN7	Q9GZN7	ROGDI_HUMAN	ROGDI
P25440	P25440	BRD2_HUMAN	BRD2 KIAA9001 RING3
Q9NRM7	Q9NRM7	LATS2_HUMAN	LATS2 KPM
Q9Y3B1	Q9Y3B1	PLD3B_HUMAN	PRELID3B C20orf45 SLMO2 CGI-107
O43759	O43759	SNG1_HUMAN	SYNGR1
Q96G01	Q96G01	BICD1_HUMAN	BICD1
Q9UH92	Q9UH92	MLX_HUMAN	MLX BHLHD13 TCFL4
O94772	O94772	LY6H_HUMAN	LY6H
O94763	O94763	RMP_HUMAN	URI1 C19orf2 NNX3 PPP1R19 RMP URI
Q96P71	Q96P71	NECA3_HUMAN	NECAB3 APBA2BP NIP1 SYTIP2 XB51
Q9UI26	Q9UI26	IPO11_HUMAN	IPO11 RANBP11
Q9NZ45	Q9NZ45	CISD1_HUMAN	CISD1 C10orf70 ZCD1 MDS029
O14830	O14830	PPE2_HUMAN	PPEF2
Q9UGP8	Q9UGP8	SEC63_HUMAN	SEC63 DNAJC23 SEC63L
P50135	P50135	HNMT_HUMAN	HNMT
Q96H22	Q96H22	CENPN_HUMAN	CENPN C16orf60 ICEN32 BM-309
Q00653	Q00653	NFKB2_HUMAN	NFKB2 LYT10
Q9UDW1	Q9UDW1	QCR9_HUMAN	UQCR10 UCRC HSPC119
Q9NT99	Q9NT99	LRC4B_HUMAN	LRRC4B LRIG4
O75431	O75431	MTX2_HUMAN	MTX2
Q8IZS8	Q8IZS8	CA2D3_HUMAN	CACNA2D3
Q13155	Q13155	AIMP2_HUMAN	AIMP2 JTV1 PRO0992
Q58WW2	Q58WW2	DCAF6_HUMAN	DCAF6 IQWD1 MSTP055
Q9NS56	Q9NS56	TOPRS_HUMAN	TOPORS LUN TP53BPL
O15503	O15503	INSI1_HUMAN	INSIG1
P33681	P33681	CD80_HUMAN	CD80 CD28LG CD28LG1 LAB7
Q10586	Q10586	DBP_HUMAN	DBP
Q14847	Q14847	LASP1_HUMAN	LASP1 MLN50
A0A0U1RR11	A0A0U1RR11	CENL1_HUMAN	CENPVL1 CENPVP1
O15511	O15511	ARPC5_HUMAN	ARPC5 ARC16
Q7Z418	Q7Z418	KCNKI_HUMAN	KCNK18 TRESK TRIK
O14920	O14920	IKKB_HUMAN	IKBKB IKKB
Q9ULH7	Q9ULH7	MRTFB_HUMAN	MRTFB KIAA1243 MKL2
O76024	O76024	WFS1_HUMAN	WFS1
Q9HCH0	Q9HCH0	NCK5L_HUMAN	NCKAP5L CEP169 KIAA1602 FP1193
Q13217	Q13217	DNJC3_HUMAN	DNAJC3 P58IPK PRKRI
Q9C029	Q9C029	TRIM7_HUMAN	TRIM7 GNIP RNF90
A0FGR8	A0FGR8	ESYT2_HUMAN	ESYT2 FAM62B KIAA1228
P62314	P62314	SMD1_HUMAN	SNRPD1
Q9H2S6	Q9H2S6	TNMD_HUMAN	TNMD CHM1L UNQ771/PRO1565
Q96Q45	Q96Q45	TM237_HUMAN	TMEM237 ALS2CR4
O94910	O94910	AGRL1_HUMAN	ADGRL1 KIAA0821 LEC2 LPHN1
A4FU69	A4FU69	EFCB5_HUMAN	EFCAB5
Q8NEW7	Q8NEW7	TMIE_HUMAN	TMIE
Q9Y376	Q9Y376	CAB39_HUMAN	CAB39 MO25 CGI-66
Q8WVK2	Q8WVK2	SNR27_HUMAN	SNRNP27
O14978	O14978	ZN263_HUMAN	ZNF263 FPM315 ZKSCAN12
Q96CN9	Q96CN9	GCC1_HUMAN	GCC1
P13591	P13591	NCAM1_HUMAN	NCAM1 NCAM
P0C7T5	P0C7T5	ATX1L_HUMAN	ATXN1L BOAT BOAT1
Q96AX9	Q96AX9	MIB2_HUMAN	MIB2 SKD ZZANK1
P29374	P29374	ARI4A_HUMAN	ARID4A RBBP1 RBP1
Q9UMS6	Q9UMS6	SYNP2_HUMAN	SYNPO2
P35052	P35052	GPC1_HUMAN	GPC1
Q0D2K0	Q0D2K0	NIPA4_HUMAN	NIPAL4 ICHN NIPA4
Q53GT1	Q53GT1	KLH22_HUMAN	KLHL22
P63010	P63010	AP2B1_HUMAN	AP2B1 ADTB2 CLAPB1
Q6ICC9	Q6ICC9	RTL6_HUMAN	RTL6 LDOC1L MAR6 MART6
P27348	P27348	1433T_HUMAN	YWHAQ
Q7L190	Q7L190	DPPA4_HUMAN	DPPA4
P35869	P35869	AHR_HUMAN	AHR BHLHE76
O75871	O75871	CEAM4_HUMAN	CEACAM4 CGM7
P50990	P50990	TCPQ_HUMAN	CCT8 C21orf112 CCTQ KIAA0002
Q16348	Q16348	S15A2_HUMAN	SLC15A2 PEPT2
Q96QE2	Q96QE2	MYCT_HUMAN	SLC2A13
Q8TE68	Q8TE68	ES8L1_HUMAN	EPS8L1 DRC3 EPS8R1 PP10566
Q96HH4	Q96HH4	TM169_HUMAN	TMEM169
P12270	P12270	TPR_HUMAN	TPR
P35354	P35354	PGH2_HUMAN	PTGS2 COX2
Q96FZ7	Q96FZ7	CHMP6_HUMAN	CHMP6 VPS20
P15884	P15884	ITF2_HUMAN	TCF4 BHLHB19 ITF2 SEF2
Q9HBL0	Q9HBL0	TENS1_HUMAN	TNS1 TNS
Q9Y5W7	Q9Y5W7	SNX14_HUMAN	SNX14
Q6ZMU5	Q6ZMU5	TRI72_HUMAN	TRIM72 MG53
Q16873	Q16873	LTC4S_HUMAN	LTC4S
P56270	P56270	MAZ_HUMAN	MAZ ZNF801
Q8NF99	Q8NF99	ZN397_HUMAN	ZNF397 ZNF47 ZSCAN15
P07949	P07949	RET_HUMAN	RET CDHF12 CDHR16 PTC
Q9Y253	Q9Y253	POLH_HUMAN	POLH RAD30 RAD30A XPV
P24821	P24821	TENA_HUMAN	TNC HXB
O60318	O60318	GANP_HUMAN	MCM3AP GANP KIAA0572 MAP80
O43933	O43933	PEX1_HUMAN	PEX1
Q4G0N4	Q4G0N4	NAKD2_HUMAN	NADK2 C5orf33 MNADK NADKD1
O43683	O43683	BUB1_HUMAN	BUB1 BUB1L
O96013	O96013	PAK4_HUMAN	PAK4 KIAA1142
Q9H9J4	Q9H9J4	UBP42_HUMAN	USP42
Q08050	Q08050	FOXM1_HUMAN	FOXM1 FKHL16 HFH11 MPP2 WIN
Q6ZUT6	Q6ZUT6	CCD9B_HUMAN	CCDC9B C15orf52
O95263	O95263	PDE8B_HUMAN	PDE8B PIG22
Q9HBA0	Q9HBA0	TRPV4_HUMAN	TRPV4 VRL2 VROAC
Q8WXE9	Q8WXE9	STON2_HUMAN	STON2 STN2 STNB
O60266	O60266	ADCY3_HUMAN	ADCY3 KIAA0511
P51511	P51511	MMP15_HUMAN	MMP15
Q96S99	Q96S99	PKHF1_HUMAN	PLEKHF1 APPD LAPF ZFYVE15
O75509	O75509	TNR21_HUMAN	TNFRSF21 DR6 UNQ437/PRO868
Q2TB10	Q2TB10	ZN800_HUMAN	ZNF800 PP902
P10321	P10321	HLAC_HUMAN	HLA-C HLAC
P14923	P14923	PLAK_HUMAN	JUP CTNNG DP3
P26012	P26012	ITB8_HUMAN	ITGB8
Q9BXB5	Q9BXB5	OSB10_HUMAN	OSBPL10 ORP10 OSBP9
O43896	O43896	KIF1C_HUMAN	KIF1C KIAA0706
P12532	P12532	KCRU_HUMAN	CKMT1A CKMT; CKMT1B CKMT
P46199	P46199	IF2M_HUMAN	MTIF2
O95757	O95757	HS74L_HUMAN	HSPA4L APG1 HSPH3 OSP94
Q13823	Q13823	NOG2_HUMAN	GNL2 NGP1
P13807	P13807	GYS1_HUMAN	GYS1 GYS
P00439	P00439	PH4H_HUMAN	PAH
Q96GP6	Q96GP6	SREC2_HUMAN	SCARF2 SREC2 SREPCR
Q93062	Q93062	RBPMS_HUMAN	RBPMS HERMES
O43823	O43823	AKAP8_HUMAN	AKAP8 AKAP95
Q9C035	Q9C035	TRIM5_HUMAN	TRIM5 RNF88
Q7Z2W4	Q7Z2W4	ZCCHV_HUMAN	ZC3HAV1 ZC3HDC2 PRO1677
O94788	O94788	AL1A2_HUMAN	ALDH1A2 RALDH2
O75628	O75628	REM1_HUMAN	REM1 GES REM
Q08828	Q08828	ADCY1_HUMAN	ADCY1
Q8TDW7	Q8TDW7	FAT3_HUMAN	FAT3 CDHF15 KIAA1989
P54578	P54578	UBP14_HUMAN	USP14 TGT
Q92889	Q92889	XPF_HUMAN	ERCC4 ERCC11 XPF
Q9GZT8	Q9GZT8	NIF3L_HUMAN	NIF3L1 ALS2CR1 MDS015 My018
Q9Y4W2	Q9Y4W2	LAS1L_HUMAN	LAS1L MSTP060
Q9UHH9	Q9UHH9	IP6K2_HUMAN	IP6K2 IHPK2 TCCCIA00113
Q76G19	Q76G19	PDZD4_HUMAN	PDZD4 KIAA1444 PDZK4 PDZRN4L
P78414	P78414	IRX1_HUMAN	IRX1 IRXA1
Q13131	Q13131	AAPK1_HUMAN	PRKAA1 AMPK1
Q9Y4K4	Q9Y4K4	M4K5_HUMAN	MAP4K5
Q6P1K8	Q6P1K8	T2H2L_HUMAN	GTF2H2C; GTF2H2C_2 GTF2H2D
P0CG12	P0CG12	DERPC_HUMAN	DERPC
Q9NTZ6	Q9NTZ6	RBM12_HUMAN	RBM12 KIAA0765 HRIHFB2091
Q6PJ61	Q6PJ61	FBX46_HUMAN	FBXO46 FBX46 FBXO34L
Q96CB8	Q96CB8	INT12_HUMAN	INTS12 PHF22 SBBI22
Q08AM6	Q08AM6	VAC14_HUMAN	VAC14 TAX1BP2 TRX
P50453	P50453	SPB9_HUMAN	SERPINB9 PI9
Q9HB19	Q9HB19	PKHA2_HUMAN	PLEKHA2 TAPP2
O75385	O75385	ULK1_HUMAN	ULK1 KIAA0722
Q9UKJ5	Q9UKJ5	CHIC2_HUMAN	CHIC2 BTL
Q86UX7	Q86UX7	URP2_HUMAN	FERMT3 KIND3 MIG2B URP2
Q70Z53	Q70Z53	F10C1_HUMAN	FRA10AC1 C10orf4 PRO2972
O60331	O60331	PI51C_HUMAN	PIP5K1C KIAA0589
P10916	P10916	MLRV_HUMAN	MYL2 MLC2
P11021	P11021	BIP_HUMAN	HSPA5 GRP78
Q96FS4	Q96FS4	SIPA1_HUMAN	SIPA1 SPA1
P50402	P50402	EMD_HUMAN	EMD EDMD STA
Q9BUH8	Q9BUH8	BEGIN_HUMAN	BEGAIN KIAA1446
Q02930	Q02930	CREB5_HUMAN	CREB5 CREBPA
O43196	O43196	MSH5_HUMAN	MSH5
Q13702	Q13702	RAPSN_HUMAN	RAPSN RNF205
Q6IA17	Q6IA17	SIGIR_HUMAN	SIGIRR UNQ301/PRO342
Q14183	Q14183	DOC2A_HUMAN	DOC2A
Q99501	Q99501	GA2L1_HUMAN	GAS2L1 GAR22
Q969E4	Q969E4	TCAL3_HUMAN	TCEAL3 MSTP072
Q9UBB4	Q9UBB4	ATX10_HUMAN	ATXN10 SCA10
O95817	O95817	BAG3_HUMAN	BAG3 BIS
Q10469	Q10469	MGAT2_HUMAN	MGAT2
P49908	P49908	SEPP1_HUMAN	SELENOP SELP SEPP1
Q96JY6	Q96JY6	PDLI2_HUMAN	PDLIM2 PP6345
Q9BTW9	Q9BTW9	TBCD_HUMAN	TBCD KIAA0988 SSD1 TFCD PP1096
P34913	P34913	HYES_HUMAN	EPHX2
Q8WZA1	Q8WZA1	PMGT1_HUMAN	POMGNT1 MGAT1.2 UNQ746/PRO1475
Q8WYA0	Q8WYA0	IFT81_HUMAN	IFT81 CDV1
Q8N6T7	Q8N6T7	SIR6_HUMAN	SIRT6 SIR2L6
Q9Y4L5	Q9Y4L5	RN115_HUMAN	RNF115 ZNF364
P17097	P17097	ZNF7_HUMAN	ZNF7 KOX4
Q8N7P1	Q8N7P1	PLD5_HUMAN	PLD5
Q92953	Q92953	KCNB2_HUMAN	KCNB2
O96020	O96020	CCNE2_HUMAN	CCNE2
P68371	P68371	TBB4B_HUMAN	TUBB4B TUBB2C
Q9Y281	Q9Y281	COF2_HUMAN	CFL2
P51811	P51811	XK_HUMAN	XK XKR1 XRG1
Q8IWI9	Q8IWI9	MGAP_HUMAN	MGA KIAA0518 MAD5
P86791	P86791	CCZ1_HUMAN	CCZ1 C7orf28A CGI-43
Q6ZRS2	Q6ZRS2	SRCAP_HUMAN	SRCAP KIAA0309
Q04917	Q04917	1433F_HUMAN	YWHAH YWHA1
Q99536	Q99536	VAT1_HUMAN	VAT1
P19623	P19623	SPEE_HUMAN	SRM SPS1 SRML1
P10632	P10632	CP2C8_HUMAN	CYP2C8
Q8NFW8	Q8NFW8	NEUA_HUMAN	CMAS
Q9BXS4	Q9BXS4	TMM59_HUMAN	TMEM59 C1orf8 HSPC001 UNQ169/PRO195
O00287	O00287	RFXAP_HUMAN	RFXAP
Q9P1U1	Q9P1U1	ARP3B_HUMAN	ACTR3B ARP11 ARP4
Q6BCY4	Q6BCY4	NB5R2_HUMAN	CYB5R2
Q6PCD5	Q6PCD5	RFWD3_HUMAN	RFWD3 RNF201
Q8WV99	Q8WV99	ZFN2B_HUMAN	ZFAND2B AIRAPL
Q13330	Q13330	MTA1_HUMAN	MTA1
O75800	O75800	ZMY10_HUMAN	ZMYND10 BLU LUCA12.4
P78356	P78356	PI42B_HUMAN	PIP4K2B PIP5K2B
C9JI98	C9JI98	TM238_HUMAN	TMEM238
Q99217	Q99217	AMELX_HUMAN	AMELX AMG AMGX
P62820	P62820	RAB1A_HUMAN	RAB1A RAB1
Q9BYD6	Q9BYD6	RM01_HUMAN	MRPL1 BM-022
P84243	P84243	H33_HUMAN	H3-3A H3.3A H3F3 H3F3A PP781; H3-3B H3.3B H3F3B
P09936	P09936	UCHL1_HUMAN	UCHL1
O95863	O95863	SNAI1_HUMAN	SNAI1 SNAH
P48029	P48029	SC6A8_HUMAN	SLC6A8
Q12965	Q12965	MYO1E_HUMAN	MYO1E MYO1C
Q96F86	Q96F86	EDC3_HUMAN	EDC3 LSM16 YJDC YJEFN2 PP844
Q8N3L3	Q8N3L3	TXLNB_HUMAN	TXLNB C6orf198 MDP77
P09429	P09429	HMGB1_HUMAN	HMGB1 HMG1
O43747	O43747	AP1G1_HUMAN	AP1G1 ADTG CLAPG1
Q96PU4	Q96PU4	UHRF2_HUMAN	UHRF2 NIRF RNF107
A1X283	A1X283	SPD2B_HUMAN	SH3PXD2B FAD49 KIAA1295 TKS4
Q9H4X1	Q9H4X1	RGCC_HUMAN	RGCC C13orf15 RGC32
O75051	O75051	PLXA2_HUMAN	PLXNA2 KIAA0463 OCT PLXN2 UNQ209/PRO235
O60563	O60563	CCNT1_HUMAN	CCNT1
Q9Y2R2	Q9Y2R2	PTN22_HUMAN	PTPN22 PTPN8
Q13572	Q13572	ITPK1_HUMAN	ITPK1
Q5TGZ0	Q5TGZ0	MIC10_HUMAN	MICOS10 C1orf151 MIC10 MINOS1
Q96B01	Q96B01	R51A1_HUMAN	RAD51AP1 PIR51
Q2PPJ7	Q2PPJ7	RGPA2_HUMAN	RALGAPA2 C20orf74 KIAA1272
Q9P270	Q9P270	SLAI2_HUMAN	SLAIN2 KIAA1458
P28222	P28222	5HT1B_HUMAN	HTR1B HTR1DB
P39880	P39880	CUX1_HUMAN	CUX1 CUTL1
Q96CN7	Q96CN7	ISOC1_HUMAN	ISOC1 CGI-111
P86790	P86790	CCZ1B_HUMAN	CCZ1B C7orf28B
Q9NUB1	Q9NUB1	ACS2L_HUMAN	ACSS1 ACAS2L KIAA1846
Q9C0C6	Q9C0C6	CIPC_HUMAN	CIPC KIAA1737
Q8TD19	Q8TD19	NEK9_HUMAN	NEK9 KIAA1995 NEK8 NERCC
Q6P4Q7	Q6P4Q7	CNNM4_HUMAN	CNNM4 ACDP4 KIAA1592
Q5T848	Q5T848	MGLYR_HUMAN	GPR158 KIAA1136
Q15477	Q15477	SKI2_HUMAN	SKIC2 DDX13 SKI2W SKIV2 SKIV2L W
P0DJD1	P0DJD1	RGPD2_HUMAN	RGPD2 RANBP2L2 RGP2
Q9NVP2	Q9NVP2	ASF1B_HUMAN	ASF1B
O00555	O00555	CAC1A_HUMAN	CACNA1A CACH4 CACN3 CACNL1A4
Q96PQ1	Q96PQ1	SIG12_HUMAN	SIGLEC12 SIGLECL1 SLG UNQ9215/PRO34042
Q8NG27	Q8NG27	PJA1_HUMAN	PJA1 RNF70
Q8N103	Q8N103	TAGAP_HUMAN	TAGAP TAGAP1 FKSG15
P52895	P52895	AK1C2_HUMAN	AKR1C2 DDH2
O14936	O14936	CSKP_HUMAN	CASK LIN2
O43639	O43639	NCK2_HUMAN	NCK2 GRB4
Q8IWJ2	Q8IWJ2	GCC2_HUMAN	GCC2 KIAA0336 RANBP2L4
Q9H4M7	Q9H4M7	PKHA4_HUMAN	PLEKHA4 PEPP1
Q8ND82	Q8ND82	Z280C_HUMAN	ZNF280C SUHW3 ZNF633
Q9Y6R6	Q9Y6R6	Z780B_HUMAN	ZNF780B ZNF779
Q9ULX6	Q9ULX6	AKP8L_HUMAN	AKAP8L NAKAP NAKAP95 HRIHFB2018
Q8TAP9	Q8TAP9	MPLKI_HUMAN	MPLKIP C7orf11 TTDN1
Q6UXB4	Q6UXB4	CLC4G_HUMAN	CLEC4G UNQ431/PRO792
Q9P121	Q9P121	NTRI_HUMAN	NTM IGLON2 NT UNQ297/PRO337
Q9BZA5	Q9BZA5	TXNG2_HUMAN	TXLNGY CYorf15A CYorf15B TXLNG2P
P08581	P08581	MET_HUMAN	MET
Q8WXD9	Q8WXD9	CSKI1_HUMAN	CASKIN1 KIAA1306
Q96B02	Q96B02	UBE2W_HUMAN	UBE2W UBC16
Q00975	Q00975	CAC1B_HUMAN	CACNA1B CACH5 CACNL1A5
P56181	P56181	NDUV3_HUMAN	NDUFV3
Q96QK1	Q96QK1	VPS35_HUMAN	VPS35 MEM3 TCCCTA00141
P61970	P61970	NTF2_HUMAN	NUTF2 NTF2
Q9BX59	Q9BX59	TPSNR_HUMAN	TAPBPL
O43583	O43583	DENR_HUMAN	DENR DRP1 H14
Q9GZY6	Q9GZY6	NTAL_HUMAN	LAT2 LAB NTAL WBS15 WBSCR15 WBSCR5 HSPC046
O60762	O60762	DPM1_HUMAN	DPM1
Q9UBD5	Q9UBD5	ORC3_HUMAN	ORC3 LATHEO ORC3L
O43752	O43752	STX6_HUMAN	STX6
P41226	P41226	UBA7_HUMAN	UBA7 UBE1L UBE2
Q92797	Q92797	SYMPK_HUMAN	SYMPK SPK
Q9NR81	Q9NR81	ARHG3_HUMAN	ARHGEF3
Q8N1B4	Q8N1B4	VPS52_HUMAN	VPS52 SACM2L
Q96NU1	Q96NU1	SAM11_HUMAN	SAMD11
Q99250	Q99250	SCN2A_HUMAN	SCN2A HBA NAC2 SCN2A1 SCN2A2
Q8NBV4	Q8NBV4	PLPP7_HUMAN	PLPP7 C9orf67 PPAPDC3
P07099	P07099	HYEP_HUMAN	EPHX1 EPHX EPOX
Q6VMQ6	Q6VMQ6	MCAF1_HUMAN	ATF7IP MCAF MCAF1
Q9Y248	Q9Y248	PSF2_HUMAN	GINS2 PSF2 CGI-122 DC5 HSPC037
Q49AJ0	Q49AJ0	F135B_HUMAN	FAM135B C8orfK32
Q9Y2L5	Q9Y2L5	TPPC8_HUMAN	TRAPPC8 KIAA1012
P52746	P52746	ZN142_HUMAN	ZNF142 KIAA0236
Q9UPR5	Q9UPR5	NAC2_HUMAN	SLC8A2 KIAA1087 NCX2
Q9NQ48	Q9NQ48	LZTL1_HUMAN	LZTFL1
Q8N8E2	Q8N8E2	ZN513_HUMAN	ZNF513
Q5JPF3	Q5JPF3	AN36C_HUMAN	ANKRD36C
Q3MHD2	Q3MHD2	LSM12_HUMAN	LSM12
Q15649	Q15649	ZNHI3_HUMAN	ZNHIT3 TRIP3
Q9BVA1	Q9BVA1	TBB2B_HUMAN	TUBB2B
Q96IK5	Q96IK5	GMCL1_HUMAN	GMCL1 BTBD13 GCL SPATA29
Q9NP72	Q9NP72	RAB18_HUMAN	RAB18
P00915	P00915	CAH1_HUMAN	CA1
Q6NXT6	Q6NXT6	TAPT1_HUMAN	TAPT1 CMVFR
Q70EL2	Q70EL2	UBP45_HUMAN	USP45
Q16718	Q16718	NDUA5_HUMAN	NDUFA5
P60842	P60842	IF4A1_HUMAN	EIF4A1 DDX2A EIF4A
Q68DE3	Q68DE3	USF3_HUMAN	USF3 KIAA2018
Q6UUV9	Q6UUV9	CRTC1_HUMAN	CRTC1 KIAA0616 MECT1 TORC1 WAMTP1
Q05397	Q05397	FAK1_HUMAN	PTK2 FAK FAK1
O60242	O60242	AGRB3_HUMAN	ADGRB3 BAI3 KIAA0550
P11473	P11473	VDR_HUMAN	VDR NR1I1
Q9UF47	Q9UF47	DNJ5B_HUMAN	DNAJC5B CSPBETA
Q86UX6	Q86UX6	ST32C_HUMAN	STK32C YANK3
Q8TAA9	Q8TAA9	VANG1_HUMAN	VANGL1 STB2
